premise	hypothesis	entailment	reasoning_type	function_name	g_id	answer	correct
The block is on the right side of the cup.	The cup is left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is on the right side of the cup.	The cup is to the left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is on the right side of the cup.	The cup is on the left side of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is on the right side of the cup.	The cup is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is on the right side of the cup.	The cup is right of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the cup.	The cup is below the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is on the right side of the cup.	The cup is above the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the cup.	The cup is on top of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the cup.	The cup is underneath the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is on the right side of the cup.	The cup is to the right of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is right of the cup.	The cup is left of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is right of the cup.	The cup is to the left of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is right of the cup.	The cup is on the left side of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is right of the cup.	The cup is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is right of the cup.	The cup is right of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the cup.	The cup is below the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the cup.	The cup is above the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the cup.	The cup is on top of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the cup.	The cup is underneath the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the cup.	The cup is to the right of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is to the right of the cup.	The cup is left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is to the right of the cup.	The cup is to the left of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is to the right of the cup.	The cup is on the left side of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is to the right of the cup.	The cup is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is to the right of the cup.	The cup is right of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is to the right of the cup.	The cup is below the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is to the right of the cup.	The cup is above the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is to the right of the cup.	The cup is on top of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is to the right of the cup.	The cup is underneath the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is to the right of the cup.	The cup is to the right of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is on the right side of the crate.	The crate is left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is on the right side of the crate.	The crate is to the left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is on the right side of the crate.	The crate is on the left side of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is on the right side of the crate.	The crate is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is on the right side of the crate.	The crate is right of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the crate.	The crate is below the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is on the right side of the crate.	The crate is above the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the crate.	The crate is on top of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the crate.	The crate is underneath the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is on the right side of the crate.	The crate is to the right of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is right of the crate.	The crate is left of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is right of the crate.	The crate is to the left of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is right of the crate.	The crate is on the left side of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is right of the crate.	The crate is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is right of the crate.	The crate is right of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the crate.	The crate is below the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the crate.	The crate is above the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the crate.	The crate is on top of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the crate.	The crate is underneath the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the crate.	The crate is to the right of the block.	contradiction	orientation	left_right_one_hop	1	None	0
The block is to the right of the crate.	The crate is left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is to the right of the crate.	The crate is to the left of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is to the right of the crate.	The crate is on the left side of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is to the right of the crate.	The crate is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is to the right of the crate.	The crate is right of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is to the right of the crate.	The crate is below the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is to the right of the crate.	The crate is above the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is to the right of the crate.	The crate is on top of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is to the right of the crate.	The crate is underneath the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is to the right of the crate.	The crate is to the right of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is on the right side of the box.	The box is left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is on the right side of the box.	The box is to the left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is on the right side of the box.	The box is on the left side of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is on the right side of the box.	The box is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is on the right side of the box.	The box is right of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the box.	The box is below the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the box.	The box is above the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the box.	The box is on top of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the box.	The box is underneath the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the box.	The box is to the right of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is right of the box.	The box is left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is right of the box.	The box is to the left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is right of the box.	The box is on the left side of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is right of the box.	The box is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is right of the box.	The box is right of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the box.	The box is below the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the box.	The box is above the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the box.	The box is on top of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is right of the box.	The box is underneath the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the box.	The box is to the right of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is to the right of the box.	The box is left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is to the right of the box.	The box is to the left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is to the right of the box.	The box is on the left side of the block.	entailment	orientation	left_right_one_hop	0	neutral	0
The block is to the right of the box.	The box is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is to the right of the box.	The box is right of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is to the right of the box.	The box is below the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is to the right of the box.	The box is above the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is to the right of the box.	The box is on top of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is to the right of the box.	The box is underneath the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is to the right of the box.	The box is to the right of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is on the right side of the book.	The book is left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is on the right side of the book.	The book is to the left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is on the right side of the book.	The book is on the left side of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is on the right side of the book.	The book is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is on the right side of the book.	The book is right of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the book.	The book is below the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the book.	The book is above the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the book.	The book is on top of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the book.	The book is underneath the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is on the right side of the book.	The book is to the right of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is right of the book.	The book is left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is right of the book.	The book is to the left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is right of the book.	The book is on the left side of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is right of the book.	The book is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is right of the book.	The book is right of the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the book.	The book is below the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the book.	The book is above the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the book.	The book is on top of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is right of the book.	The book is underneath the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is right of the book.	The book is to the right of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is to the right of the book.	The book is left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is to the right of the book.	The book is to the left of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is to the right of the book.	The book is on the left side of the block.	entailment	orientation	left_right_one_hop	0	contradiction	0
The block is to the right of the book.	The book is on the right side of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is to the right of the book.	The book is right of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The block is to the right of the book.	The book is below the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is to the right of the book.	The book is above the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is to the right of the book.	The book is on top of the block.	contradiction	orientation	left_right_one_hop	1	contradiction	1
The block is to the right of the book.	The book is underneath the block.	contradiction	orientation	left_right_one_hop	1	neutral	0
The block is to the right of the book.	The book is to the right of the block.	contradiction	orientation	left_right_one_hop	1	entailment	0
The chair is far from the cup.	The chair is close to the cup.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the cup.	The cup is close to the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the cup.	The chair is in the vicinity of the cup.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the cup.	The cup is in the vicinity of the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the cup.	The chair is near the cup.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the cup.	The cup is near the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the cup.	The chair is touching the cup.	contradiction	distance	far_negative	2	contradiction	1
The chair is far from the cup.	The cup is touching the chair.	contradiction	distance	far_negative	3	contradiction	1
The chair is far from the cup.	The chair is in contact with the cup.	contradiction	distance	far_negative	2	contradiction	1
The chair is far from the cup.	The cup is in contact with the chair.	contradiction	distance	far_negative	3	contradiction	1
The chair is far from the water.	The chair is close to the water.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the water.	The water is close to the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the water.	The chair is in the vicinity of the water.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the water.	The water is in the vicinity of the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the water.	The chair is near the water.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the water.	The water is near the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the water.	The chair is touching the water.	contradiction	distance	far_negative	2	contradiction	1
The chair is far from the water.	The water is touching the chair.	contradiction	distance	far_negative	3	contradiction	1
The chair is far from the water.	The chair is in contact with the water.	contradiction	distance	far_negative	2	contradiction	1
The chair is far from the water.	The water is in contact with the chair.	contradiction	distance	far_negative	3	contradiction	1
The chair is far from the ball.	The chair is close to the ball.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the ball.	The ball is close to the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the ball.	The chair is in the vicinity of the ball.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the ball.	The ball is in the vicinity of the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the ball.	The chair is near the ball.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the ball.	The ball is near the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the ball.	The chair is touching the ball.	contradiction	distance	far_negative	2	contradiction	1
The chair is far from the ball.	The ball is touching the chair.	contradiction	distance	far_negative	3	contradiction	1
The chair is far from the ball.	The chair is in contact with the ball.	contradiction	distance	far_negative	2	contradiction	1
The chair is far from the ball.	The ball is in contact with the chair.	contradiction	distance	far_negative	3	contradiction	1
The chair is far from the table.	The chair is close to the table.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the table.	The table is close to the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the table.	The chair is in the vicinity of the table.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the table.	The table is in the vicinity of the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the table.	The chair is near the table.	contradiction	distance	far_negative	0	contradiction	1
The chair is far from the table.	The table is near the chair.	contradiction	distance	far_negative	1	contradiction	1
The chair is far from the table.	The chair is touching the table.	contradiction	distance	far_negative	2	contradiction	1
The chair is far from the table.	The table is touching the chair.	contradiction	distance	far_negative	3	contradiction	1
The chair is far from the table.	The chair is in contact with the table.	contradiction	distance	far_negative	2	contradiction	1
The chair is far from the table.	The table is in contact with the chair.	contradiction	distance	far_negative	3	contradiction	1
The cup is far from the chair.	The cup is close to the chair.	contradiction	distance	far_negative	0	contradiction	1
The cup is far from the chair.	The chair is close to the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the chair.	The cup is in the vicinity of the chair.	contradiction	distance	far_negative	0	entailment	0
The cup is far from the chair.	The chair is in the vicinity of the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the chair.	The cup is near the chair.	contradiction	distance	far_negative	0	contradiction	1
The cup is far from the chair.	The chair is near the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the chair.	The cup is touching the chair.	contradiction	distance	far_negative	2	contradiction	1
The cup is far from the chair.	The chair is touching the cup.	contradiction	distance	far_negative	3	contradiction	1
The cup is far from the chair.	The cup is in contact with the chair.	contradiction	distance	far_negative	2	contradiction	1
The cup is far from the chair.	The chair is in contact with the cup.	contradiction	distance	far_negative	3	contradiction	1
The cup is far from the water.	The cup is close to the water.	contradiction	distance	far_negative	0	contradiction	1
The cup is far from the water.	The water is close to the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the water.	The cup is in the vicinity of the water.	contradiction	distance	far_negative	0	contradiction	1
The cup is far from the water.	The water is in the vicinity of the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the water.	The cup is near the water.	contradiction	distance	far_negative	0	contradiction	1
The cup is far from the water.	The water is near the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the water.	The cup is touching the water.	contradiction	distance	far_negative	2	contradiction	1
The cup is far from the water.	The water is touching the cup.	contradiction	distance	far_negative	3	contradiction	1
The cup is far from the water.	The cup is in contact with the water.	contradiction	distance	far_negative	2	contradiction	1
The cup is far from the water.	The water is in contact with the cup.	contradiction	distance	far_negative	3	contradiction	1
The cup is far from the ball.	The cup is close to the ball.	contradiction	distance	far_negative	0	contradiction	1
The cup is far from the ball.	The ball is close to the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the ball.	The cup is in the vicinity of the ball.	contradiction	distance	far_negative	0	contradiction	1
The cup is far from the ball.	The ball is in the vicinity of the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the ball.	The cup is near the ball.	contradiction	distance	far_negative	0	contradiction	1
The cup is far from the ball.	The ball is near the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the ball.	The cup is touching the ball.	contradiction	distance	far_negative	2	contradiction	1
The cup is far from the ball.	The ball is touching the cup.	contradiction	distance	far_negative	3	contradiction	1
The cup is far from the ball.	The cup is in contact with the ball.	contradiction	distance	far_negative	2	contradiction	1
The cup is far from the ball.	The ball is in contact with the cup.	contradiction	distance	far_negative	3	contradiction	1
The cup is far from the table.	The cup is close to the table.	contradiction	distance	far_negative	0	contradiction	1
The cup is far from the table.	The table is close to the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the table.	The cup is in the vicinity of the table.	contradiction	distance	far_negative	0	contradiction	1
The cup is far from the table.	The table is in the vicinity of the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the table.	The cup is near the table.	contradiction	distance	far_negative	0	contradiction	1
The cup is far from the table.	The table is near the cup.	contradiction	distance	far_negative	1	contradiction	1
The cup is far from the table.	The cup is touching the table.	contradiction	distance	far_negative	2	contradiction	1
The cup is far from the table.	The table is touching the cup.	contradiction	distance	far_negative	3	contradiction	1
The cup is far from the table.	The cup is in contact with the table.	contradiction	distance	far_negative	2	contradiction	1
The cup is far from the table.	The table is in contact with the cup.	contradiction	distance	far_negative	3	contradiction	1
The water is far from the chair.	The water is close to the chair.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the chair.	The chair is close to the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the chair.	The water is in the vicinity of the chair.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the chair.	The chair is in the vicinity of the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the chair.	The water is near the chair.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the chair.	The chair is near the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the chair.	The water is touching the chair.	contradiction	distance	far_negative	2	contradiction	1
The water is far from the chair.	The chair is touching the water.	contradiction	distance	far_negative	3	contradiction	1
The water is far from the chair.	The water is in contact with the chair.	contradiction	distance	far_negative	2	contradiction	1
The water is far from the chair.	The chair is in contact with the water.	contradiction	distance	far_negative	3	contradiction	1
The water is far from the cup.	The water is close to the cup.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the cup.	The cup is close to the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the cup.	The water is in the vicinity of the cup.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the cup.	The cup is in the vicinity of the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the cup.	The water is near the cup.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the cup.	The cup is near the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the cup.	The water is touching the cup.	contradiction	distance	far_negative	2	contradiction	1
The water is far from the cup.	The cup is touching the water.	contradiction	distance	far_negative	3	contradiction	1
The water is far from the cup.	The water is in contact with the cup.	contradiction	distance	far_negative	2	contradiction	1
The water is far from the cup.	The cup is in contact with the water.	contradiction	distance	far_negative	3	contradiction	1
The water is far from the ball.	The water is close to the ball.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the ball.	The ball is close to the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the ball.	The water is in the vicinity of the ball.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the ball.	The ball is in the vicinity of the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the ball.	The water is near the ball.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the ball.	The ball is near the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the ball.	The water is touching the ball.	contradiction	distance	far_negative	2	contradiction	1
The water is far from the ball.	The ball is touching the water.	contradiction	distance	far_negative	3	contradiction	1
The water is far from the ball.	The water is in contact with the ball.	contradiction	distance	far_negative	2	contradiction	1
The water is far from the ball.	The ball is in contact with the water.	contradiction	distance	far_negative	3	contradiction	1
The water is far from the table.	The water is close to the table.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the table.	The table is close to the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the table.	The water is in the vicinity of the table.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the table.	The table is in the vicinity of the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the table.	The water is near the table.	contradiction	distance	far_negative	0	contradiction	1
The water is far from the table.	The table is near the water.	contradiction	distance	far_negative	1	contradiction	1
The water is far from the table.	The water is touching the table.	contradiction	distance	far_negative	2	contradiction	1
The water is far from the table.	The table is touching the water.	contradiction	distance	far_negative	3	contradiction	1
The water is far from the table.	The water is in contact with the table.	contradiction	distance	far_negative	2	contradiction	1
The water is far from the table.	The table is in contact with the water.	contradiction	distance	far_negative	3	contradiction	1
The ball is far from the chair.	The ball is close to the chair.	contradiction	distance	far_negative	0	contradiction	1
The ball is far from the chair.	The chair is close to the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the chair.	The ball is in the vicinity of the chair.	contradiction	distance	far_negative	0	None	0
The ball is far from the chair.	The chair is in the vicinity of the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the chair.	The ball is near the chair.	contradiction	distance	far_negative	0	contradiction	1
The ball is far from the chair.	The chair is near the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the chair.	The ball is touching the chair.	contradiction	distance	far_negative	2	contradiction	1
The ball is far from the chair.	The chair is touching the ball.	contradiction	distance	far_negative	3	contradiction	1
The ball is far from the chair.	The ball is in contact with the chair.	contradiction	distance	far_negative	2	contradiction	1
The ball is far from the chair.	The chair is in contact with the ball.	contradiction	distance	far_negative	3	contradiction	1
The ball is far from the cup.	The ball is close to the cup.	contradiction	distance	far_negative	0	contradiction	1
The ball is far from the cup.	The cup is close to the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the cup.	The ball is in the vicinity of the cup.	contradiction	distance	far_negative	0	contradiction	1
The ball is far from the cup.	The cup is in the vicinity of the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the cup.	The ball is near the cup.	contradiction	distance	far_negative	0	contradiction	1
The ball is far from the cup.	The cup is near the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the cup.	The ball is touching the cup.	contradiction	distance	far_negative	2	contradiction	1
The ball is far from the cup.	The cup is touching the ball.	contradiction	distance	far_negative	3	contradiction	1
The ball is far from the cup.	The ball is in contact with the cup.	contradiction	distance	far_negative	2	entailment	0
The ball is far from the cup.	The cup is in contact with the ball.	contradiction	distance	far_negative	3	contradiction	1
The ball is far from the water.	The ball is close to the water.	contradiction	distance	far_negative	0	contradiction	1
The ball is far from the water.	The water is close to the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the water.	The ball is in the vicinity of the water.	contradiction	distance	far_negative	0	contradiction	1
The ball is far from the water.	The water is in the vicinity of the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the water.	The ball is near the water.	contradiction	distance	far_negative	0	contradiction	1
The ball is far from the water.	The water is near the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the water.	The ball is touching the water.	contradiction	distance	far_negative	2	contradiction	1
The ball is far from the water.	The water is touching the ball.	contradiction	distance	far_negative	3	contradiction	1
The ball is far from the water.	The ball is in contact with the water.	contradiction	distance	far_negative	2	contradiction	1
The ball is far from the water.	The water is in contact with the ball.	contradiction	distance	far_negative	3	contradiction	1
The ball is far from the table.	The ball is close to the table.	contradiction	distance	far_negative	0	contradiction	1
The ball is far from the table.	The table is close to the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the table.	The ball is in the vicinity of the table.	contradiction	distance	far_negative	0	contradiction	1
The ball is far from the table.	The table is in the vicinity of the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the table.	The ball is near the table.	contradiction	distance	far_negative	0	contradiction	1
The ball is far from the table.	The table is near the ball.	contradiction	distance	far_negative	1	contradiction	1
The ball is far from the table.	The ball is touching the table.	contradiction	distance	far_negative	2	contradiction	1
The ball is far from the table.	The table is touching the ball.	contradiction	distance	far_negative	3	contradiction	1
The ball is far from the table.	The ball is in contact with the table.	contradiction	distance	far_negative	2	entailment	0
The ball is far from the table.	The table is in contact with the ball.	contradiction	distance	far_negative	3	contradiction	1
The table is far from the chair.	The table is close to the chair.	contradiction	distance	far_negative	0	contradiction	1
The table is far from the chair.	The chair is close to the table.	contradiction	distance	far_negative	1	contradiction	1
The table is far from the chair.	The table is in the vicinity of the chair.	contradiction	distance	far_negative	0	entailment	0
The table is far from the chair.	The chair is in the vicinity of the table.	contradiction	distance	far_negative	1	contradiction	1
The table is far from the chair.	The table is near the chair.	contradiction	distance	far_negative	0	contradiction	1
The table is far from the chair.	The chair is near the table.	contradiction	distance	far_negative	1	contradiction	1
The table is far from the chair.	The table is touching the chair.	contradiction	distance	far_negative	2	contradiction	1
The table is far from the chair.	The chair is touching the table.	contradiction	distance	far_negative	3	contradiction	1
The table is far from the chair.	The table is in contact with the chair.	contradiction	distance	far_negative	2	contradiction	1
The table is far from the chair.	The chair is in contact with the table.	contradiction	distance	far_negative	3	contradiction	1
The table is far from the cup.	The table is close to the cup.	contradiction	distance	far_negative	0	contradiction	1
The table is far from the cup.	The cup is close to the table.	contradiction	distance	far_negative	1	contradiction	1
The table is far from the cup.	The table is in the vicinity of the cup.	contradiction	distance	far_negative	0	contradiction	1
The table is far from the cup.	The cup is in the vicinity of the table.	contradiction	distance	far_negative	1	contradiction	1
The table is far from the cup.	The table is near the cup.	contradiction	distance	far_negative	0	contradiction	1
The table is far from the cup.	The cup is near the table.	contradiction	distance	far_negative	1	contradiction	1
The table is far from the cup.	The table is touching the cup.	contradiction	distance	far_negative	2	contradiction	1
The table is far from the cup.	The cup is touching the table.	contradiction	distance	far_negative	3	contradiction	1
The table is far from the cup.	The table is in contact with the cup.	contradiction	distance	far_negative	2	contradiction	1
The table is far from the cup.	The cup is in contact with the table.	contradiction	distance	far_negative	3	contradiction	1
The table is far from the water.	The table is close to the water.	contradiction	distance	far_negative	0	contradiction	1
The table is far from the water.	The water is close to the table.	contradiction	distance	far_negative	1	contradiction	1
The table is far from the water.	The table is in the vicinity of the water.	contradiction	distance	far_negative	0	contradiction	1
The table is far from the water.	The water is in the vicinity of the table.	contradiction	distance	far_negative	1	contradiction	1
The table is far from the water.	The table is near the water.	contradiction	distance	far_negative	0	contradiction	1
The table is far from the water.	The water is near the table.	contradiction	distance	far_negative	1	contradiction	1
The table is far from the water.	The table is touching the water.	contradiction	distance	far_negative	2	contradiction	1
The table is far from the water.	The water is touching the table.	contradiction	distance	far_negative	3	contradiction	1
