premise	hypothesis	entailment	reasoning_type	function_name	answer	correct
The school is northeast of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northeast of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northeast of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northeast of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northeast of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northeast of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northeast of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northeast of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northeast of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northeast of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northeast of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is west of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is east of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is north of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is southeast of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The school is northwest of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the theater.	The park is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the theater.	The park is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the theater.	The park is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the theater.	The park is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the theater.	The park is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the theater.	The park is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the theater.	The park is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the theater.	The park is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the school.	The park is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the school.	The park is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the school.	The park is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the school.	The park is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the school.	The park is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the school.	The park is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the school.	The park is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southwest of the school.	The park is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the theater.	The park is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the theater.	The park is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the theater.	The park is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the theater.	The park is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the theater.	The park is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the theater.	The park is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the theater.	The park is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the theater.	The park is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the school.	The park is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the school.	The park is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the school.	The park is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the school.	The park is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the school.	The park is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the school.	The park is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the school.	The park is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is south of the school.	The park is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the theater.	The park is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the theater.	The park is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the theater.	The park is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the theater.	The park is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the theater.	The park is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the theater.	The park is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the theater.	The park is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the theater.	The park is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the school.	The park is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the school.	The park is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the school.	The park is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the school.	The park is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the school.	The park is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the school.	The park is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the school.	The park is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northeast of the school.	The park is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the theater.	The park is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the theater.	The park is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the theater.	The park is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the theater.	The park is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the theater.	The park is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the theater.	The park is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the theater.	The park is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the theater.	The park is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the school.	The park is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the school.	The park is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the school.	The park is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the school.	The park is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the school.	The park is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the school.	The park is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the school.	The park is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is west of the school.	The park is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the theater.	The park is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the theater.	The park is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the theater.	The park is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the theater.	The park is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the theater.	The park is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the theater.	The park is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the theater.	The park is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the theater.	The park is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the school.	The park is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the school.	The park is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the school.	The park is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the school.	The park is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the school.	The park is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the school.	The park is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the school.	The park is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is east of the school.	The park is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the theater.	The park is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the theater.	The park is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the theater.	The park is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the theater.	The park is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the theater.	The park is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the theater.	The park is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the theater.	The park is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the theater.	The park is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the school.	The park is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the school.	The park is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the school.	The park is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the school.	The park is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the school.	The park is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the school.	The park is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the school.	The park is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is north of the school.	The park is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the theater.	The park is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the theater.	The park is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the theater.	The park is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the theater.	The park is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the theater.	The park is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the theater.	The park is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the theater.	The park is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the theater.	The park is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the school.	The park is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the school.	The park is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the school.	The park is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the school.	The park is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the school.	The park is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the school.	The park is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the school.	The park is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is southeast of the school.	The park is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the theater.	The park is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the theater.	The park is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the theater.	The park is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the theater.	The park is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the theater.	The park is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the theater.	The park is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the theater.	The park is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the theater.	The park is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the school.	The park is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the school.	The park is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the school.	The park is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the school.	The park is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the school.	The park is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the school.	The park is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the school.	The park is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The park is northwest of the school.	The park is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral	contradiction	0
The theater is southwest of the school.	The school is northeast of the theater.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The theater is southwest of the park.	The park is northeast of the theater.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The theater is south of the school.	The school is north of the theater.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The theater is south of the park.	The park is north of the theater.	entailment	orientation	gen_orientation_cardinals_positive	contradiction	0
The theater is northeast of the school.	The school is southwest of the theater.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The theater is northeast of the park.	The park is southwest of the theater.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The theater is west of the school.	The school is east of the theater.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The theater is west of the park.	The park is east of the theater.	entailment	orientation	gen_orientation_cardinals_positive	contradiction	0
The theater is east of the school.	The school is west of the theater.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The theater is east of the park.	The park is west of the theater.	entailment	orientation	gen_orientation_cardinals_positive	contradiction	0
The theater is north of the school.	The school is south of the theater.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The theater is north of the park.	The park is south of the theater.	entailment	orientation	gen_orientation_cardinals_positive	contradiction	0
The theater is southeast of the school.	The school is northwest of the theater.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The theater is southeast of the park.	The park is northwest of the theater.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The theater is northwest of the school.	The school is southeast of the theater.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The theater is northwest of the park.	The park is southeast of the theater.	entailment	orientation	gen_orientation_cardinals_positive	contradiction	0
The school is southwest of the theater.	The theater is northeast of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is southwest of the park.	The park is northeast of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is south of the theater.	The theater is north of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is south of the park.	The park is north of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is northeast of the theater.	The theater is southwest of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is northeast of the park.	The park is southwest of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is west of the theater.	The theater is east of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is west of the park.	The park is east of the school.	entailment	orientation	gen_orientation_cardinals_positive	contradiction	0
The school is east of the theater.	The theater is west of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is east of the park.	The park is west of the school.	entailment	orientation	gen_orientation_cardinals_positive	contradiction	0
The school is north of the theater.	The theater is south of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is north of the park.	The park is south of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is southeast of the theater.	The theater is northwest of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is southeast of the park.	The park is northwest of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is northwest of the theater.	The theater is southeast of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The school is northwest of the park.	The park is southeast of the school.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is southwest of the theater.	The theater is northeast of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is southwest of the school.	The school is northeast of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is south of the theater.	The theater is north of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is south of the school.	The school is north of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is northeast of the theater.	The theater is southwest of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is northeast of the school.	The school is southwest of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is west of the theater.	The theater is east of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is west of the school.	The school is east of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is east of the theater.	The theater is west of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is east of the school.	The school is west of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is north of the theater.	The theater is south of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is north of the school.	The school is south of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is southeast of the theater.	The theater is northwest of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is southeast of the school.	The school is northwest of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is northwest of the theater.	The theater is southeast of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The park is northwest of the school.	The school is southeast of the park.	entailment	orientation	gen_orientation_cardinals_positive	entailment	1
The water is far from the chair.	The water is close to the chair.	contradiction	distance	gen_distance_far_negative	contradiction	1
The water is far from the chair.	The chair is close to the water.	contradiction	distance	gen_distance_far_negative	entailment	0
The water is far from the chair.	The water is in the vicinity of the chair.	contradiction	distance	gen_distance_far_negative	contradiction	1
