premise	hypothesis	entailment	reasoning_type	function_name
the bucket is filled with puppies.	the bucket is physically within puppies.	contradiction	containment	gen_filled_with
the bucket is filled with puppies.	puppies are physically on the inside of the bucket.	entailment	containment	gen_filled_with
the bucket is filled with puppies.	the bucket is physically on the inside of puppies.	contradiction	containment	gen_filled_with
the bucket is filled with the apples.	the apples are physically contained by the bucket.	entailment	containment	gen_filled_with
the bucket is filled with the apples.	the bucket is physically contained by the apples.	contradiction	containment	gen_filled_with
the bucket is filled with the apples.	the apples are physically within the bucket.	entailment	containment	gen_filled_with
the bucket is filled with the apples.	the bucket is physically within the apples.	contradiction	containment	gen_filled_with
the bucket is filled with the apples.	the apples are physically on the inside of the bucket.	entailment	containment	gen_filled_with
the bucket is filled with the apples.	the bucket is physically on the inside of the apples.	contradiction	containment	gen_filled_with
a bag is filled with some basketballs.	some basketballs are physically contained by a bag.	entailment	containment	gen_filled_with
a bag is filled with some basketballs.	a bag is physically contained by some basketballs.	contradiction	containment	gen_filled_with
a bag is filled with some basketballs.	some basketballs are physically within a bag.	entailment	containment	gen_filled_with
a bag is filled with some basketballs.	a bag is physically within some basketballs.	contradiction	containment	gen_filled_with
a bag is filled with some basketballs.	some basketballs are physically on the inside of a bag.	entailment	containment	gen_filled_with
a bag is filled with some basketballs.	a bag is physically on the inside of some basketballs.	contradiction	containment	gen_filled_with
a bag is filled with puppies.	puppies are physically contained by a bag.	entailment	containment	gen_filled_with
a bag is filled with puppies.	a bag is physically contained by puppies.	contradiction	containment	gen_filled_with
a bag is filled with puppies.	puppies are physically within a bag.	entailment	containment	gen_filled_with
a bag is filled with puppies.	a bag is physically within puppies.	contradiction	containment	gen_filled_with
a bag is filled with puppies.	puppies are physically on the inside of a bag.	entailment	containment	gen_filled_with
a bag is filled with puppies.	a bag is physically on the inside of puppies.	contradiction	containment	gen_filled_with
a bag is filled with the apples.	the apples are physically contained by a bag.	entailment	containment	gen_filled_with
a bag is filled with the apples.	a bag is physically contained by the apples.	contradiction	containment	gen_filled_with
a bag is filled with the apples.	the apples are physically within a bag.	entailment	containment	gen_filled_with
a bag is filled with the apples.	a bag is physically within the apples.	contradiction	containment	gen_filled_with
a bag is filled with the apples.	the apples are physically on the inside of a bag.	entailment	containment	gen_filled_with
a bag is filled with the apples.	a bag is physically on the inside of the apples.	contradiction	containment	gen_filled_with
a car is filled with some basketballs.	some basketballs are physically contained by a car.	entailment	containment	gen_filled_with
a car is filled with some basketballs.	a car is physically contained by some basketballs.	contradiction	containment	gen_filled_with
a car is filled with some basketballs.	some basketballs are physically within a car.	entailment	containment	gen_filled_with
a car is filled with some basketballs.	a car is physically within some basketballs.	contradiction	containment	gen_filled_with
a car is filled with some basketballs.	some basketballs are physically on the inside of a car.	entailment	containment	gen_filled_with
a car is filled with some basketballs.	a car is physically on the inside of some basketballs.	contradiction	containment	gen_filled_with
a car is filled with puppies.	puppies are physically contained by a car.	entailment	containment	gen_filled_with
a car is filled with puppies.	a car is physically contained by puppies.	contradiction	containment	gen_filled_with
a car is filled with puppies.	puppies are physically within a car.	entailment	containment	gen_filled_with
a car is filled with puppies.	a car is physically within puppies.	contradiction	containment	gen_filled_with
a car is filled with puppies.	puppies are physically on the inside of a car.	entailment	containment	gen_filled_with
a car is filled with puppies.	a car is physically on the inside of puppies.	contradiction	containment	gen_filled_with
a car is filled with the apples.	the apples are physically contained by a car.	entailment	containment	gen_filled_with
a car is filled with the apples.	a car is physically contained by the apples.	contradiction	containment	gen_filled_with
a car is filled with the apples.	the apples are physically within a car.	entailment	containment	gen_filled_with
a car is filled with the apples.	a car is physically within the apples.	contradiction	containment	gen_filled_with
a car is filled with the apples.	the apples are physically on the inside of a car.	entailment	containment	gen_filled_with
a car is filled with the apples.	a car is physically on the inside of the apples.	contradiction	containment	gen_filled_with
John is spurred into crying.	John is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into crying.	crying is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into crying.	John is within crying.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into crying.	crying is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into crying.	John is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into crying.	crying is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into action.	John is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into action.	action is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into action.	John is within action.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into action.	action is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into action.	John is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into action.	action is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into movement.	John is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into movement.	movement is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into movement.	John is within movement.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into movement.	movement is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into movement.	John is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into movement.	movement is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into silence.	John is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into silence.	silence is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into silence.	John is within silence.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into silence.	silence is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into silence.	John is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
John is spurred into silence.	silence is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into crying.	John is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into crying.	crying is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into crying.	John is within crying.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into crying.	crying is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into crying.	John is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into crying.	crying is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into action.	John is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into action.	action is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into action.	John is within action.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into action.	action is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into action.	John is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into action.	action is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into movement.	John is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into movement.	movement is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into movement.	John is within movement.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into movement.	movement is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into movement.	John is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into movement.	movement is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into silence.	John is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into silence.	silence is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into silence.	John is within silence.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into silence.	silence is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into silence.	John is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
John is moved into silence.	silence is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into crying.	John is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into crying.	crying is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into crying.	John is within crying.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into crying.	crying is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into crying.	John is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into crying.	crying is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into action.	John is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into action.	action is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into action.	John is within action.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into action.	action is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into action.	John is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into action.	action is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into movement.	John is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into movement.	movement is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into movement.	John is within movement.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into movement.	movement is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into movement.	John is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into movement.	movement is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into silence.	John is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into silence.	silence is contained by John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into silence.	John is within silence.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into silence.	silence is within John.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into silence.	John is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
John is forced into silence.	silence is on the inside of John.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into crying.	Bob is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into crying.	crying is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into crying.	Bob is within crying.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into crying.	crying is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into crying.	Bob is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into crying.	crying is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into action.	Bob is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into action.	action is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into action.	Bob is within action.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into action.	action is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into action.	Bob is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into action.	action is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into movement.	Bob is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into movement.	movement is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into movement.	Bob is within movement.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into movement.	movement is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into movement.	Bob is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into movement.	movement is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into silence.	Bob is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into silence.	silence is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into silence.	Bob is within silence.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into silence.	silence is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into silence.	Bob is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
Bob is spurred into silence.	silence is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into crying.	Bob is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into crying.	crying is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into crying.	Bob is within crying.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into crying.	crying is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into crying.	Bob is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into crying.	crying is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into action.	Bob is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into action.	action is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into action.	Bob is within action.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into action.	action is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into action.	Bob is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into action.	action is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into movement.	Bob is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into movement.	movement is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into movement.	Bob is within movement.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into movement.	movement is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into movement.	Bob is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into movement.	movement is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into silence.	Bob is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into silence.	silence is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into silence.	Bob is within silence.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into silence.	silence is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into silence.	Bob is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
Bob is moved into silence.	silence is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into crying.	Bob is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into crying.	crying is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into crying.	Bob is within crying.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into crying.	crying is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into crying.	Bob is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into crying.	crying is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into action.	Bob is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into action.	action is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into action.	Bob is within action.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into action.	action is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into action.	Bob is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into action.	action is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into movement.	Bob is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into movement.	movement is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into movement.	Bob is within movement.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into movement.	movement is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into movement.	Bob is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into movement.	movement is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into silence.	Bob is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into silence.	silence is contained by Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into silence.	Bob is within silence.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into silence.	silence is within Bob.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into silence.	Bob is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
Bob is forced into silence.	silence is on the inside of Bob.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into crying.	a student is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into crying.	crying is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into crying.	a student is within crying.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into crying.	crying is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into crying.	a student is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into crying.	crying is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into action.	a student is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into action.	action is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into action.	a student is within action.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into action.	action is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into action.	a student is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into action.	action is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into movement.	a student is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into movement.	movement is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into movement.	a student is within movement.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into movement.	movement is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into movement.	a student is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into movement.	movement is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into silence.	a student is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into silence.	silence is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into silence.	a student is within silence.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into silence.	silence is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into silence.	a student is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
a student is spurred into silence.	silence is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into crying.	a student is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into crying.	crying is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into crying.	a student is within crying.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into crying.	crying is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into crying.	a student is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into crying.	crying is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into action.	a student is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into action.	action is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into action.	a student is within action.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into action.	action is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into action.	a student is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into action.	action is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into movement.	a student is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into movement.	movement is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into movement.	a student is within movement.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into movement.	movement is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into movement.	a student is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into movement.	movement is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into silence.	a student is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into silence.	silence is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into silence.	a student is within silence.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into silence.	silence is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into silence.	a student is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
a student is moved into silence.	silence is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into crying.	a student is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into crying.	crying is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into crying.	a student is within crying.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into crying.	crying is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into crying.	a student is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into crying.	crying is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into action.	a student is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into action.	action is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into action.	a student is within action.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into action.	action is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into action.	a student is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into action.	action is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into movement.	a student is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into movement.	movement is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into movement.	a student is within movement.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into movement.	movement is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into movement.	a student is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into movement.	movement is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into silence.	a student is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into silence.	silence is contained by a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into silence.	a student is within silence.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into silence.	silence is within a student.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into silence.	a student is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
a student is forced into silence.	silence is on the inside of a student.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into crying.	Sonya is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into crying.	crying is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into crying.	Sonya is within crying.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into crying.	crying is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into crying.	Sonya is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into crying.	crying is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into action.	Sonya is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into action.	action is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into action.	Sonya is within action.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into action.	action is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into action.	Sonya is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into action.	action is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into movement.	Sonya is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into movement.	movement is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into movement.	Sonya is within movement.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into movement.	movement is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into movement.	Sonya is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into movement.	movement is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into silence.	Sonya is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into silence.	silence is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into silence.	Sonya is within silence.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into silence.	silence is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into silence.	Sonya is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is spurred into silence.	silence is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into crying.	Sonya is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into crying.	crying is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into crying.	Sonya is within crying.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into crying.	crying is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into crying.	Sonya is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into crying.	crying is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into action.	Sonya is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into action.	action is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into action.	Sonya is within action.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into action.	action is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into action.	Sonya is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into action.	action is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into movement.	Sonya is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into movement.	movement is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into movement.	Sonya is within movement.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into movement.	movement is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into movement.	Sonya is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into movement.	movement is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into silence.	Sonya is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into silence.	silence is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into silence.	Sonya is within silence.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into silence.	silence is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into silence.	Sonya is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is moved into silence.	silence is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into crying.	Sonya is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into crying.	crying is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into crying.	Sonya is within crying.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into crying.	crying is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into crying.	Sonya is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into crying.	crying is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into action.	Sonya is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into action.	action is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into action.	Sonya is within action.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into action.	action is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into action.	Sonya is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into action.	action is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
